id,name,weight,measure,k
23231,"Beef, rib eye steak, boneless, lip off, separable lean and fat, trimmed to 0"" fat, choice, raw",85,3.0 oz,1.3
23102,"Beef, chuck, under blade pot roast or steak, boneless, separable lean and fat, trimmed to 0"" fat, all grades, raw",85,3.0 oz,1.3
13465,"Beef, short loin, porterhouse steak, separable lean only,  trimmed to 1/8"" fat, all grades, cooked, grilled",85,3.0 oz,1.3
23244,"Beef, loin, top sirloin cap steak, boneless, separable lean only, trimmed to 1/8"" fat, all grades, raw",85,3.0 oz,1.3
13900,"Beef, round, top round, steak, separable lean and fat, trimmed to 1/8"" fat, select, cooked, broiled",85,3.0 oz,1.3
23292,"Beef, top loin petite roast/filet, boneless, separable lean and fat, trimmed to 1/8"" fat, select, raw",85,3.0 oz,1.3
23374,"Beef, loin, tenderloin steak, boneless, separable lean only, trimmed to 0"" fat, select, raw",85,3.0 oz,1.3
23225,"Beef, plate steak, boneless, outside skirt, separable lean and fat, trimmed to 0"" fat, choice, raw",85,3.0 oz,1.3
23339,"Beef, loin, top loin steak, boneless, lip off, separable lean and fat, trimmed to 0"" fat, all grades, raw",85,3.0 oz,1.3
13649,"Beef, shoulder pot roast or steak, boneless, separable lean only, trimmed to 0"" fat, select, raw",85,3.0 oz,1.3
23342,"Beef, loin, tenderloin steak, boneless, separable lean and fat, trimmed to 0"" fat, all grades, raw",85,3.0 oz,1.3
23183,"Beef, rib, back ribs, bone-in, separable lean only, trimmed to 0"" fat, choice, raw",85,3.0 oz,1.3
23067,"Beef, chuck, short ribs, boneless, separable lean only, trimmed to 0"" fat, select, raw",85,3.0 oz,1.3
17346,"Game meat, deer, shoulder clod, separable lean only, cooked, braised",85,1.0 serving ( 3 oz ),1.3
23150,"Beef, rib eye steak/roast, bone-in, lip-on, separable lean only, trimmed to 1/8"" fat, all grades, raw",85,3.0 oz,1.3
23576,"Beef, ground, 80% lean meat / 20% fat, loaf, cooked, baked",85,3.0 oz,1.3
5006,"Chicken, broilers or fryers, meat and skin, raw",85,3.0 oz,1.3
23480,"Beef, ground, 97% lean meat / 3% fat, loaf, cooked, baked",85,3.0 oz,1.3
23080,"Beef, chuck eye steak, boneless, separable lean only, trimmed to 0"" fat, all grades, raw",85,3.0 oz,1.3
23163,"Beef, plate steak, boneless, inside skirt, separable lean only, trimmed to 0"" fat, all grades, raw",85,3.0 oz,1.3
13975,"Beef, brisket, flat half, boneless, separable lean and fat, trimmed to 0"" fat, choice, raw",85,3.0 oz,1.3
23128,"Beef, chuck, short ribs, boneless, separable lean and fat, trimmed to 0"" fat, all grades, raw",85,3.0 oz,1.3
23371,"Beef, loin, top loin steak, boneless, lip off, separable lean only, trimmed to 0"" fat, select, raw",85,3.0 oz,1.3
13595,"Beef, brisket, flat half, boneless separable lean only, trimmed to 0"" fat, all grades, raw",85,3.0 oz,1.3
23336,"Beef, loin, tenderloin roast, boneless, separable lean and fat, trimmed to 0"" fat, all grades, raw",85,3.0 oz,1.3
13452,"Beef, top sirloin, steak, separable lean and fat, trimmed to 0"" fat, choice, cooked, broiled",85,3.0 oz,1.3
23179,"Beef, rib eye steak, boneless, lip off, separable lean only, trimmed to 0"" fat, select, raw",85,3.0 oz,1.3
23387,"Beef, loin, top loin steak, boneless, lip-on, separable lean and fat, trimmed to 1/8"" fat, select, raw",85,3.0 oz,1.3
13951,"Beef, rib eye, small end (ribs 10-12), separable lean and fat, trimmed to 0"" fat, select, cooked, broiled",85,3.0 oz,1.3
23112,"Beef, shoulder pot roast or steak, boneless, separable lean and fat, trimmed to 0"" fat, select, raw",85,3.0 oz,1.3
23355,"Beef, round, top round steak, boneless, separable lean only, trimmed to 0"" fat, choice, raw",85,3.0 oz,1.3
23254,"Beef, top loin petite roast/filet, boneless, separable lean only, trimmed to 1/8"" fat, choice, raw",85,3.0 oz,1.3
13972,"Beef, chuck eye roast, boneless, America's Beef Roast, separable lean only, trimmed to 0"" fat, all grades, raw",85,3.0 oz,1.3
23368,"Beef, loin, tenderloin roast, boneless, separable lean only, trimmed to 0"" fat, select, raw",85,3.0 oz,1.3
13519,"Beef, shoulder top blade steak, boneless, separable lean only, trimmed to 0"" fat, all grades, raw",85,3.0 oz,1.3
23219,"Beef, plate steak, boneless, inside skirt, separable lean and fat, trimmed to 0"" fat, select, raw",85,3.0 oz,1.3
23333,"Beef, round, eye of round steak, boneless, separable lean and fat, trimmed to 0"" fat, all grades, raw",85,3.0 oz,1.3
23093,"Beef, chuck for stew, separable lean and fat, all grades, raw",85,3.0 oz,1.3
13873,"Beef, round, bottom round, roast, separable lean and fat, trimmed to 1/8"" fat, choice, cooked, roasted",85,3.0 oz,1.3
23270,"Beef, ribeye cap steak, boneless, separable lean only, trimmed to 0"" fat, choice, raw",85,3.0 oz,1.3
23384,"Beef, loin, top loin steak, boneless, lip-on, separable lean only, trimmed to 1/8"" fat, select, raw",85,3.0 oz,1.3
23144,"Beef, chuck eye steak, boneless, separable lean and fat, trimmed to 0"" fat, choice, raw",85,3.0 oz,1.3
23238,"Beef, rib, back ribs, bone-in, separable lean and fat, trimmed to 0"" fat, select, raw",85,3.0 oz,1.3
23109,"Beef, chuck, under blade center steak, boneless, Denver Cut, separable lean and fat, trimmed to 0"" fat, choice, raw",85,3.0 oz,1.3
23193,"Beef, rib eye steak/roast, bone-in, lip-on, separable lean and fat, trimmed to 1/8"" fat, choice, raw",85,3.0 oz,1.3
23074,"Beef, chuck eye Country-Style ribs, boneless, separable lean only, trimmed to 0"" fat, all grades, raw",85,3.0 oz,1.3
17437,"Veal, loin, chop, separable lean and fat, cooked, grilled",85,3.0 oz,1.3
13365,"Beef, composite of trimmed retail cuts, separable lean only, trimmed to 0"" fat, choice, cooked",85,3.0 oz,1.3
23122,"Beef, chuck, mock tender steak, boneless, separable lean and fat, trimmed to 0"" fat, all grades, raw",85,3.0 oz,1.3
23365,"Beef, round, eye of round steak, boneless, separable lean only, trimmed to 0"" fat, select, raw",85,3.0 oz,1.3
13909,"Beef, short loin, top loin, steak, separable lean and fat, trimmed to 1/8"" fat, all grades, raw",85,3.0 oz,1.3
23330,"Beef, round, eye of round roast, boneless, separable lean and fat, trimmed to 0"" fat, all grades, raw",85,3.0 oz,1.3
13293,"Beef, chuck, under blade pot roast or steak, boneless, separable lean only, trimmed to 0"" fat, all grades, raw",85,3.0 oz,1.3
23173,"Beef, plate steak, boneless, outside skirt, separable lean only, trimmed to 0"" fat, select, raw",85,3.0 oz,1.3
13870,"Beef, round, bottom round, roast, separable lean and fat, trimmed to 1/8"" fat, all grades, cooked, roasted",85,3.0 oz,1.3
23138,"Beef, chuck eye Country-Style ribs, boneless, separable lean and fat, trimmed to 0"" fat, choice, raw",85,3.0 oz,1.3
23381,"Beef, round, eye of round steak, boneless, separable lean only, trimmed to 0"" fat, all grades, cooked, grilled",85,3.0 oz,1.3
23001,"Beef, short loin, porterhouse steak, separable lean and fat, trimmed to 1/8"" fat, all grades, raw",85,3.0 oz,1.3
13343,"Beef, brisket, flat half, separable lean only, trimmed to 0"" fat, choice, cooked, braised",85,3.0 oz,1.3
13935,"Beef, top sirloin, steak, separable lean and fat, trimmed to 1/8"" fat, select, cooked, broiled",85,3.0 oz,1.3
23569,"Beef, ground, 85% lean meat / 15% fat, patty, cooked, pan-broiled",85,3.0 oz,1.3
13889,"Beef, shoulder top blade steak, boneless, separable lean and fat, trimmed to 0"" fat, choice, raw",85,3.0 oz,1.3
23283,"Beef, loin, top sirloin cap steak, boneless, separable lean and fat, trimmed to 1/8"" fat, select, raw",85,3.0 oz,1.3
20124,"Pasta, whole-wheat, dry",91,1.0 cup spaghetti,1.3
8390,"Cereals ready-to-eat, KASHI GOOD FRIENDS",53,1.0 cup (1 NLEA serving),1.3
9354,"Pineapple, canned, juice pack, drained",181,"1.0 cup, chunks",1.3
42231,"Oil, flaxseed, cold pressed",13.6,1.0 tbsp,1.3
6230,"Soup, clam chowder, new england, canned, prepared with equal volume low fat (2%) milk",252,1.0 serving 1 cup,1.3
20006,"Barley, pearled, cooked",157,1.0 cup,1.3
11656,"Corn pudding, home prepared",250,1.0 cup,1.2
28352,"Cookies, vanilla sandwich with creme filling, reduced fat",48,1.0 serving cookie,1.2
5063,"Chicken, broilers or fryers, breast, meat only, cooked, fried",52,1.0 unit (yield from 1 lb ready-to-cook chicken),1.2
18147,Cheesecake commercially prepared,28.35,1.0 oz,1.2
18185,"Cookies, peanut butter, commercially prepared, regular",28.35,1.0 oz,1.2
18356,"Sweet rolls, cinnamon, commercially prepared with raisins",28.35,1.0 oz,1.2
18144,"Cake, yellow, enriched, dry mix",43,1.0 serving,1.2
3184,"Babyfood, cereal, whole wheat, with apples, dry fortified",15,0.5 oz,1.2
44259,"Puddings, all flavors except chocolate, low calorie, regular, dry mix",113,1.0 serving,1.2
11870,"Squash, winter, spaghetti, cooked, boiled, drained, or baked, with salt",155,1.0 cup,1.2
8245,"Cereals ready-to-eat, GENERAL MILLS, OATMEAL CRISP, Hearty Raisin",62,1.0 cup (1 NLEA serving),1.2
11493,"Squash, winter, spaghetti, cooked, boiled, drained, or baked, without salt",155,1.0 cup,1.2
8060,"Cereals ready-to-eat, KELLOGG, KELLOGG'S RAISIN BRAN",59,1.0 cup ( 1 NLEA serving),1.2
14119,"Beverages, Mixed vegetable and fruit juice drink, with added nutrients",247,8.0 fl oz,1.2
16011,"Beans, baked, canned, with pork and tomato sauce",246,1.0 cup,1.2
9161,"Lime juice, canned or bottled, unsweetened",246,1.0 cup,1.2
9008,"Apples, canned, sweetened, sliced, drained, heated",204,1.0 cup slices,1.2
9007,"Apples, canned, sweetened, sliced, drained, unheated",204,1.0 cup slices,1.2
20086,"Wheat flour, white, tortilla mix, enriched",111,1.0 cup,1.2
1228,"Cheese, fresh, queso fresco",122,"1.0 cup, crumbled",1.2
9019,"Applesauce, canned, unsweetened, without added ascorbic acid (includes USDA commodity)",244,1.0 cup,1.2
11828,"Potatoes, baked, flesh and skin, with salt",61,0.5 cup,1.2
9401,"Applesauce, canned, unsweetened, with added ascorbic acid",244,1.0 cup,1.2
35142,"Frybread, made with lard (Navajo)",152,1.0 piece,1.2
28303,"Crackers, cheese, whole grain",31,1.0 serving 55 pieces,1.2
8129,"Cereals, oats, instant, fortified, with cinnamon and spice, prepared with water",240,1.0 cup,1.2
11354,"Potatoes, white, flesh and skin, raw",75,"0.5 cup, diced",1.2
8133,"Cereals, oats, instant, fortified, with raisins and spice, prepared with water",240,1.0 cup,1.2
8216,"Cereals ready-to-eat, QUAKER, Toasted Multigrain Crisps",57,1.25 cup (1 NLEA serving),1.2
1263,"Ice cream, light, soft serve, chocolate",298,1.0 medium,1.2
43282,"Quail, cooked, total edible",28.35,1.0 oz,1.2
13362,"Beef, composite of trimmed retail cuts, separable lean and fat, trimmed to 0"" fat, choice, cooked",85,3.0 oz,1.2
13955,"Beef, bottom sirloin, tri-tip roast, separable lean and fat, trimmed to 0"" fat, choice, cooked, roasted",85,3.0 oz,1.2
13929,"Beef, top sirloin, steak, separable lean and fat, trimmed to 1/8"" fat, all grades, raw",85,3.0 oz,1.2
13456,"Beef, top sirloin, steak, separable lean only, trimmed to 0"" fat, select, cooked, broiled",85,3.0 oz,1.2
23560,"Beef, ground, 95% lean meat / 5% fat, crumbles, cooked, pan-browned",85,3.0 oz,1.2
23478,"Beef, ground, 97% lean meat / 3% fat, patty, cooked, broiled",85,3.0 oz,1.2
13874,"Beef, round, bottom round, steak, separable lean and fat, trimmed to 1/8"" fat, select, raw",85,3.0 oz,1.2
23647,"Beef, bottom sirloin, tri-tip roast, separable lean only, trimmed to 0"" fat, choice, cooked, roasted",85,3.0 oz,1.2
17438,"Veal, shoulder, blade chop, separable lean and fat, cooked, grilled",85,3.0 oz,1.2
13366,"Beef, composite of trimmed retail cuts, separable lean only, trimmed to 0"" fat, select, cooked",85,3.0 oz,1.2
13363,"Beef, composite of trimmed retail cuts, separable lean and fat, trimmed to 0"" fat, select, cooked",85,3.0 oz,1.2
13959,"Beef, round, top round steak, boneless, separable lean and fat, trimmed to 0"" fat, all grades, cooked, grilled",85,3.0 oz,1.2
17142,"Veal, ground, raw",85,3.0 oz,1.2
17184,"Game meat, squirrel, cooked, roasted",85,3.0 oz,1.2
13454,"Beef, top sirloin, steak, separable lean only, trimmed to 0"" fat, all grades, cooked, broiled",85,3.0 oz,1.2
13878,"Beef, round, eye of round, roast, separable lean and fat, trimmed to 1/8"" fat, all grades, cooked, roasted",85,3.0 oz,1.2
9006,"Apples, raw, without skin, cooked, microwave",170,1.0 cup slices,1.2
23479,"Beef, ground, 97% lean meat /3% fat, patty, cooked, pan-broiled",85,3.0 oz,1.2
17159,"Game meat, boar, wild, cooked, roasted",85,3.0 oz,1.2
17429,"Veal, foreshank, osso buco, separable lean only, cooked, braised",85,3.0 oz,1.2
13394,"Beef, rib, small end (ribs 10-12), separable lean only, trimmed to 0"" fat, all grades, cooked, broiled",85,3.0 oz,1.2
13796,"Beef, composite of trimmed retail cuts, separable lean and fat, trimmed to 1/8"" fat, all grades, cooked",85,3.0 oz,1.2
13934,"Beef, top sirloin, steak, separable lean and fat, trimmed to 1/8"" fat, select, raw",85,3.0 oz,1.2
13888,"Beef, round, tip round, roast, separable lean and fat, trimmed to 1/8"" fat, select, cooked, roasted",85,3.0 oz,1.2
13957,"Beef, bottom sirloin, tri-tip roast, separable lean and fat, trimmed to 0"" fat, select, cooked, roasted",85,3.0 oz,1.2
13442,"Beef, loin, tenderloin steak, boneless, separable lean only, trimmed to 0"" fat, all grades, cooked, grilled",85,3.0 oz,1.2
13882,"Beef, round, eye of round, roast, separable lean and fat, trimmed to 1/8"" fat, select, cooked, roasted",85,3.0 oz,1.2
13493,"Beef, round, top round steak, boneless, separable lean only, trimmed to 0"" fat, select, cooked, grilled",85,3.0 oz,1.2
13378,"Beef, chuck, arm pot roast, separable lean only, trimmed to 0"" fat, select, cooked, braised",85,3.0 oz,1.2
13455,"Beef, top sirloin, steak, separable lean only, trimmed to 0"" fat, choice, cooked, broiled",85,3.0 oz,1.2
13490,"Beef, rib, eye, small end (ribs 10- 12) separable lean only, trimmed to 0"" fat, select, cooked, broiled",85,3.0 oz,1.2
17163,"Game meat, caribou, cooked, roasted",85,3.0 oz,1.2
13876,"Beef, round, bottom round, roast, separable lean and fat, trimmed to 1/8"" fat, select, cooked, roasted",85,3.0 oz,1.2
13070,"Beef, flank, steak, separable lean only, trimmed to 0"" fat, choice, cooked, broiled",85,3.0 oz,1.2
13422,"Beef, round, tip round, roast, separable lean and fat, trimmed to 0"" fat, choice, cooked, roasted",85,3.0 oz,1.2
13402,"Beef, round, bottom round, roast, separable lean and fat, trimmed to 0"" fat, choice, cooked, roasted",85,3.0 oz,1.2
13800,"Beef, composite of trimmed retail cuts, separable lean and fat, trimmed to 1/8"" fat, select, cooked",85,3.0 oz,1.2
13948,"Beef, flank, steak, separable lean and fat, trimmed to 0"" fat, all grades, cooked, broiled",85,3.0 oz,1.2
13067,"Beef, flank, steak, separable lean and fat, trimmed to 0"" fat, choice, cooked, broiled",85,3.0 oz,1.2
13969,"Beef, round, top round steak, boneless, separable lean and fat, trimmed to 0"" fat, select, cooked, grilled",85,3.0 oz,1.2
14035,"Beverages, ABBOTT, EAS soy protein powder",44,1.0 scoop,1.2
35211,"Caribou, hind quarter, meat, cooked (Alaska Native)",66,0.5 cup,1.2
43393,"Cereals ready-to-eat, POST, Shredded Wheat n' Bran, spoon-size",59,1.25 cup (1 NLEA serving),1.2
18429,"Crackers, whole-wheat, low salt",14.2,0.5 oz,1.2
18230,"Crackers, standard snack-type, sandwich, with cheese filling",14.2,0.5 oz,1.2
28290,"Cookie, with peanut butter filling, chocolate-coated",25,2.0 cookies,1.2
18102,"Cake, white, prepared from recipe with coconut frosting",28.35,1.0 oz,1.2
18009,"Biscuits, plain or buttermilk, frozen, baked",28.35,1.0 oz,1.2
18319,"Pie, fried pies, fruit",28.35,1.0 oz,1.2
18135,"Cake, pudding-type, white, enriched, dry mix",28.35,1.0 oz,1.2
8038,"Cereals ready-to-eat, POST, GRAPE-NUTS Cereal",58,0.5 cup (1 NLEA serving),1.2
9429,"Pineapple, raw, traditional varieties",165,"1.0 cup, chunks",1.2
9430,"Pineapple, raw, extra sweet variety",165,"1.0 cup, chunks",1.2
9266,"Pineapple, raw, all varieties",165,"1.0 cup, chunks",1.2
7038,"Knackwurst, knockwurst, pork, beef",72,1.0 link,1.2
42261,"Cereals ready-to-eat, POST, GREAT GRAINS Crunchy Pecan Cereal",52,0.75 cup (1 NLEA serving),1.1
1054,"Cream, whipped, cream topping, pressurized",60,1.0 cup,1.1
18965,"Crackers, cheese, reduced fat",30,1.0 serving,1.1
11822,"Peppers, sweet, green, cooked, boiled, drained, with salt",11.6,1.0 tbsp,1.1
3141,"Babyfood, pears, dices, toddler",28.35,1.0 oz,1.1
18198,"Cookies, chocolate chip, commercially prepared, special dietary",28.35,1.0 oz,1.1
8084,"Cereals ready-to-eat, wheat germ, toasted, plain",28.35,1.0 oz,1.1
14311,"Beverages, Malted drink mix, natural, powder, dairy based.",21,1.0 serving (3 heaping tsp or 1 envelope),1.1
1161,"Cheese substitute, mozzarella",113,"1.0 cup, shredded",1.1
9040,"Bananas, raw",225,"1.0 cup, mashed",1.1
3130,"Babyfood, fruit, peaches, strained",17,1.0 tbsp,1.1
3131,"Babyfood, fruit, peaches, junior",17,1.0 tbsp,1.1
8061,"Cereals ready-to-eat, POST Raisin Bran Cereal",59,1.0 cup (1 NLEA serving),1.1
17203,"Veal, variety meats and by-products, liver, cooked, braised",80,1.0 slice,1.1
1271,"Cheese, mozzarella, low moisture, part-skim, shredded",86,1.0 cup,1.1
3860,"Child formula, ABBOTT NUTRITION, PEDIASURE, ready-to-feed",31,1.0 fl oz,1.1
21422,"KFC, Popcorn Chicken",6.4,1.0 piece,1.1
4038,"Oil, wheat germ",4.5,1.0 tsp,1.1
3290,"Babyfood, carrots and beef, strained",15,1.0 tbsp,1.1
20036,"Rice, brown, long-grain, raw",185,1.0 cup,1.1
18360,"Taco shells, baked",12.9,1.0 shell,1.1
8239,"Cereals ready-to-eat, GENERAL MILLS, Berry Burst CHEERIOS, Triple Berry",27,0.75 cup (1 NLEA serving),1.1
19038,"Snacks, popcorn, caramel-coated, with peanuts",28.35,1.0 oz (approx 2/3 cup),1.1
